blue_id;blue_name;component_id;component_qty;component_volume;component_name;component_code;component_tier;component_size;component_type;matres_id;matres_qty;matres_code;matres_name;matres_type;matres_group;matres_color;matres_volume;ref_output_min;ref_output_max;ref_input_matres_id;ref_input_matres_qty;ref_duration;ref_credits;matres_input_code;matres_input_name;matres_input_type;matres_input_group;matres_input_color;matres_input_volume;min_duration;min_extraction;min_credits;planet_names
3;T-35 FE;120;0;90;Electrogenic Life Supporting System;com85;1;;mechanisms;48;15;OXm48;Oxygen;Material;Gas;#a89a73;4;2;3;117;10;30000;800;KGo14;Krypton gas;Ore;Gas;#a89a73;17;26400;10;300;CETO-2
3;T-35 FE;120;0;90;Electrogenic Life Supporting System;com85;1;;mechanisms;57;6;IRm57;Iron;Material;Metal;#85a1bb;4;4;5;125;10;15000;400;IOo22;Iron ore;Ore;Metal;#85a1bb;14;27600;20;200;HOM-11, GAEA-21, HEBO-12, HEBO-18, NEX-3, NYX-1
3;T-35 FE;120;0;90;Electrogenic Life Supporting System;com85;1;;mechanisms;57;6;IRm57;Iron;Material;Metal;#85a1bb;4;2;3;130;10;40800;900;NOo27;Nickel ore;Ore;Metal;#85a1bb;16;25200;10;300;NEX-3, NYX-1, NIX-2
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;100;7;SDm1;Star Dust;Material;Side;#999999;1;1;1;83;10;21000;550;WOo51;Water organic;Ore;Nature resource;#659c4d;8;36000;2;100;HOM-14
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;100;7;SDm1;Star Dust;Material;Side;#999999;1;1;1;105;10;21000;500;POo2;Polymer oil;Ore;Oil;#742222;13;14400;10;160;HIP-32, TIHO-1, MEB-2, NIX-2
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;100;7;SDm1;Star Dust;Material;Side;#999999;1;1;1;115;10;15000;350;OGo12;Oxygen gas;Ore;Gas;#a89a73;10;12000;10;200;HOM-11, HOM-14, HEBO-12, HEBO-18
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;100;7;SDm1;Star Dust;Material;Side;#999999;1;1;1;124;10;21000;350;TOo21;Tin ore;Ore;Metal;#85a1bb;14;27600;20;200;HOM-14, GAEA-21, HIP-32, HAS-15, HEBO-12, CETO-2
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;100;7;SDm1;Star Dust;Material;Side;#999999;1;1;1;127;10;12000;450;COo24;Copper ore;Ore;Metal;#85a1bb;14;27600;20;200;HOM-14, HEBO-18, MEB-2, NEX-3, NYX-1, NIX-2
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;58;9;STm58;Scandium;Material;Metal;#85a1bb;3;4;5;126;10;18000;380;SOo23;Scandium ore;Ore;Metal;#85a1bb;13;27600;20;200;GAEA-22, HAS-15, HEBO-12, TIHO-1, CETO-2, MEB-2
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;58;9;STm58;Scandium;Material;Metal;#85a1bb;3;2;3;131;10;36000;1050;TOo28;Titanium ore;Ore;Metal;#85a1bb;14;25200;10;300;HOM-11, GAEA-21, GAEA-22
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;38;4;PAm38;Paraffins;Material;Oil;#742222;5;4;5;104;10;18000;500;POo1;Paraffin oil;Ore;Oil;#742222;14;14400;10;160;HOM-11, GAEA-21, MEB-2, NYX-1
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;38;4;PAm38;Paraffins;Material;Oil;#742222;5;2;3;106;10;36000;800;AOo3;Alkali oil;Ore;Oil;#742222;18;24000;10;440;NEX-3
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;56;9;TIm56;Tin;Material;Metal;#85a1bb;4;4;5;124;10;21000;350;TOo21;Tin ore;Ore;Metal;#85a1bb;14;27600;20;200;HOM-14, GAEA-21, HIP-32, HAS-15, HEBO-12, CETO-2
3;T-35 FE;84;0;75;Magnetic Switching Box;com49;1;;electronics;56;9;TIm56;Tin;Material;Metal;#85a1bb;4;2;3;129;10;43200;900;ZOo26;Zinc ore;Ore;Metal;#85a1bb;16;25200;10;300;TIHO-1, CETO-2, MEB-2
3;T-35 FE;49;0;65;Hyperplasmic Stringer;com14;2;;structures;40;2;ALm40;Alkali;Material;Oil;#742222;5;2;3;106;10;36000;800;AOo3;Alkali oil;Ore;Oil;#742222;18;24000;10;440;NEX-3
3;T-35 FE;49;0;65;Hyperplasmic Stringer;com14;2;;structures;56;8;TIm56;Tin;Material;Metal;#85a1bb;4;4;5;124;10;21000;350;TOo21;Tin ore;Ore;Metal;#85a1bb;14;27600;20;200;HOM-14, GAEA-21, HIP-32, HAS-15, HEBO-12, CETO-2
3;T-35 FE;49;0;65;Hyperplasmic Stringer;com14;2;;structures;56;8;TIm56;Tin;Material;Metal;#85a1bb;4;2;3;129;10;43200;900;ZOo26;Zinc ore;Ore;Metal;#85a1bb;16;25200;10;300;TIHO-1, CETO-2, MEB-2
3;T-35 FE;49;0;65;Hyperplasmic Stringer;com14;2;;structures;63;6;TIm63;Titanium;Material;Metal;#85a1bb;5;2;3;131;10;36000;1050;TOo28;Titanium ore;Ore;Metal;#85a1bb;14;25200;10;300;HOM-11, GAEA-21, GAEA-22
3;T-35 FE;49;0;65;Hyperplasmic Stringer;com14;2;;structures;99;5;PDm1;Planetary Dust;Material;Side;#999999;1;1;1;104;10;18000;500;POo1;Paraffin oil;Ore;Oil;#742222;14;14400;10;160;HOM-11, GAEA-21, MEB-2, NYX-1
